country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
Australia,Retail,1980,36.874133539549334,168298.92430832432,387437.74727889,57232.690602804425,351946.3922536153,3771.2899010193555,4197.316355979595,87369.38368760183,249314.6620415942,208384.47355591232,145728.56472481153,194,63,131,4070.4832555211747,8.385471326399774,1222.9532194703852,2732.2117442471263,53734.55175173344,16833.5577477283,19614.318290035062,97,8,67,355,1869,361,96,56,271,3882145.3100622133
Japan,Finance,1006,60.472550993326465,949477.373300738,431780.54925719276,86412.91306570626,473732.58282904833,8016.289086581844,49.54436884654911,57297.36748558114,346443.1890202114,343397.4941438265,194777.98211209278,358,115,123,1217.2040288745234,5185.468552010748,826.1244916274335,26448.952031267516,89753.51051813537,14807.62532745549,42629.687513793215,127,132,67,878,1828,276,81,138,1018,5629537.089161572
India,Manufacturing,1220,94.41707747737472,140968.67089277212,283065.785893173,32254.824506973233,16398.948280563152,2453.8528211282373,1949.014055041951,161428.9376304928,89116.68081923196,333361.49542174005,77986.8954815135,24,156,175,3378.7016861346187,19356.892877159833,8424.006672399442,59731.89430045346,71213.43410186232,41242.805134148846,29443.72184112323,133,54,28,593,145,264,10,118,1099,2869626.780921025
Australia,Manufacturing,4372,8.626837503104046,239471.52108436613,244364.34803058,62201.07247676214,126353.6395806804,1411.3567152496576,2167.798597633129,18629.35604741014,377591.25329943263,149479.82471466236,89989.86718944048,261,289,22,6975.834062731564,6489.386674166622,17253.69800961244,13337.343658962252,85586.15146874497,28774.479517179145,71764.09122521816,98,67,87,101,627,25,38,79,1785,3229438.814541704
Brazil,Healthcare,4261,77.29372663467238,769458.7598812783,230031.62427747654,120776.52564234464,431672.77527875983,82.0929393155534,519.993776898019,32747.05561691047,373227.4821100525,59475.91167581029,51160.119670695516,442,221,68,2782.940256284021,10650.779533915058,18590.828781971,58700.139472678915,32858.87789128773,8887.085941737896,83779.83921202153,165,57,88,65,1927,9,82,184,1631,4155147.0250807614
France,Healthcare,4030,4.900730809962994,433983.8549383162,148328.67526238482,42483.85374834298,123998.98340332194,5946.291686180089,1336.3977692323376,57710.96019332391,377581.3015695886,292615.2246279466,65063.17870134835,496,80,104,7460.088029695967,17145.88466026749,45300.26415010199,54786.91389867223,32438.427579993073,34460.87911035785,57333.71942737308,4,90,16,185,9,412,8,65,182,3231503.2775395736
Japan,Agriculture,3243,44.36512390605885,361060.70816272026,448565.3416523955,188681.77025294548,223115.11543394063,4948.007854926674,4767.900998647448,6363.3687888560835,43559.026103986485,474683.2810232843,104037.56862644116,163,263,155,4102.878054290615,13889.224486977519,34782.883563230745,90368.7065060775,72560.27188179606,13104.18715913135,45137.30982527446,47,178,82,731,1081,214,21,50,1724,4418821.926234992
UK,Healthcare,4802,51.24576508781069,365906.8036348112,434374.7525717675,189952.5699832328,320493.7691890961,6839.255446577993,599.1707100692373,134327.59929455855,25943.678891808377,13439.626858094578,136390.20009901957,311,193,59,9140.232138306563,11429.849665654685,19554.994823138568,68953.45548583637,215.3043583681954,39173.49033404077,42358.36887878086,99,171,37,491,1207,62,8,152,1012,3424883.731027899
Canada,Healthcare,3442,54.93884145342845,531885.4144903912,255771.0322537982,122463.5321255455,472089.02720054623,6520.251013017773,1479.0888501304994,113455.07975143407,414563.3121292659,131619.54157076843,153858.51501177176,393,249,132,9326.375525587804,8670.762416541655,19256.960255386257,96331.78460453467,17947.252100491805,16069.64383461246,92627.1640437383,181,108,56,801,1960,0,18,6,1757,4850668.219373555
Germany,Finance,2057,84.90336508307377,537429.0610882349,121217.25972365505,25558.7505721802,451048.20142842486,6665.687427223922,4474.530541065673,171919.9706787602,155560.0521794759,375349.2549182383,47827.959405004505,59,269,81,2121.838307551682,13406.360273138442,30289.80387462839,56996.25784849848,62042.69420564032,15317.4467458306,44409.946473558695,80,91,91,188,889,177,49,92,6,4394197.98089991
India,Healthcare,266,20.6505358742486,327379.8693526026,455129.1715253687,77443.45635838681,305061.7486257024,6491.542219506834,4864.018637285005,111422.4625489961,316786.6601376087,487288.969883509,86043.50120854982,460,68,170,6559.438669649249,15154.506541146144,29169.33974716757,79101.20263721526,43290.29285100562,2375.927529035539,52566.5943457535,122,76,76,847,1681,492,35,36,1162,5252659.440059714
Australia,Agriculture,1176,44.10426113084303,695665.1333520514,365684.3524963344,146618.17521889188,338792.0069951862,1935.1163819099647,3426.799902931008,15183.121884824579,178556.93150717695,112166.76549197658,60482.4708072337,21,181,54,5180.812821810752,10191.215828718125,22815.389802059875,57297.128861907695,22785.11654112357,35243.64044641441,66990.45023505428,166,123,41,128,1488,3,41,79,843,3658823.5154266614
UK,Transport,2977,27.43442973931456,290163.89970643393,411415.5963645993,48059.23808891477,443062.8964651824,4202.12057977859,1712.6242219354226,21072.584919666548,2641.5160382955437,242276.94891601993,148359.18110314358,146,170,166,8816.91489801574,8823.45558302727,25416.597405006993,93662.5663298685,51856.39389753961,39329.48128783857,69353.08666769207,179,37,48,614,1150,288,13,98,1934,3922693.6355912862
Germany,Manufacturing,1969,59.035926582614486,243596.43142448526,413857.95000335976,160712.97696266076,303661.1981848915,1989.4415486169248,4361.179766566683,169279.56233591665,10598.94382291149,182567.39283474482,193436.77238669174,454,31,58,8734.525672325455,10143.67599404567,921.9847842522388,69212.56341316692,51822.0559353358,41923.36581462982,98466.17664947425,66,72,60,470,1934,36,31,110,286,3644771.427883902
India,IT,3151,55.814734119642885,867925.0603434765,94448.53950870402,1554.9926435486138,114729.14286654996,8888.977617737439,3940.2498043050514,118366.21103296321,441335.5665917846,386876.7904118207,151666.28091791424,152,225,166,3744.3056839827314,7556.509095769091,29144.970368044054,28434.83843459057,23267.957237024046,44547.86791439139,70985.7120882011,39,168,22,329,1128,71,41,25,1485,4156731.0897146873
Japan,Transport,3024,78.75421251677214,116270.77805462574,27026.57164339839,38043.72310394843,28103.910230988404,5842.979774249748,4210.423695512369,108405.86183287384,183556.31833132685,224192.71183429152,73095.52171174581,287,232,185,4180.395425184501,7352.020727329216,18904.632147764532,87211.00127621564,89602.81811442424,13790.317509100718,89253.64873027024,37,95,11,331,458,119,94,87,1239,2208050.7587736375
Japan,Transport,76,17.74952744719691,969977.110157104,252616.32633128116,62922.552758935904,294156.17753032234,7820.375188373465,2827.5736690707477,169066.09127652776,405247.119374142,126170.96225709945,14338.622612483487,307,296,47,6173.94740472636,8084.984899711787,29810.845081709842,85893.62128944516,51170.94948121959,12341.7664661992,51947.66756659177,17,21,59,288,370,491,25,188,1340,4053498.262085264
Japan,Manufacturing,3105,81.60862393422549,567962.2325358355,233041.08069782352,193220.192413453,384222.50176171586,2735.5951967074575,141.39339660077354,110712.9639045551,280875.36472995114,401722.4963158706,35671.800591235755,462,152,89,8656.010205346918,999.5841705104214,12156.11582588123,67498.43928776916,61421.3818070338,22702.34868045174,64272.022576862066,56,30,85,641,185,312,51,41,224,4477215.581368368
UK,Healthcare,903,34.85154101079888,927906.4935253438,160698.87411886168,151018.8686532557,351037.35256487795,8273.724679459106,1577.1981398147566,60120.98298433022,133254.74859825982,88778.1902615194,97812.23161950041,329,151,19,4743.602656070716,15861.26742575053,2056.95919478599,51728.08615848152,68446.17981197947,31219.359181447922,5488.978793616817,28,69,3,422,1642,105,69,0,1882,2981593.5781509746
France,Finance,3029,56.871341905121234,982146.036834163,361685.60678051546,3865.324105646062,293448.02519921487,1476.2844315352709,4648.181857760501,195769.09753626576,72422.42127707915,29173.37841029366,46358.445660613244,98,13,29,8260.311023280688,8112.034212108201,29919.252787410056,41770.452831093695,14707.979839539123,49791.48169970017,41683.42834775803,151,10,86,759,416,236,3,90,1261,3457444.463404264
China,Retail,705,22.839854434649975,419378.0593549636,303363.24002739246,92624.25979106201,243662.92413838746,30.896995366828108,1785.8853228682497,170298.4489126452,468898.68547697185,419643.18486665847,6248.111601708706,166,136,27,6984.276496830274,7930.513477577275,13507.216763352653,34274.06723221164,71861.49055343095,32537.447478580783,86187.37533523013,145,21,40,221,1540,401,2,1,591,4465715.709983575
China,Agriculture,454,47.750142877449896,197202.46907816827,192621.02739640264,138346.05124414433,342458.71782976587,9843.85326387154,2416.8224366975887,63514.50781063708,177755.0266574774,98825.64262492205,103754.0357238268,410,21,55,445.48245646149786,18261.78113256542,37450.661471716376,51816.193285314235,24646.67943538718,19305.08597818308,86511.32474974274,173,81,33,755,1581,30,71,6,1638,3159221.6661006003
China,IT,1827,16.653839478853026,937275.7917048266,244095.86245675624,123597.97381037068,38133.61152040151,395.2591221124713,3116.3995122848496,139200.44226128104,247760.14102547662,109388.50793682763,76194.1720221577,410,19,14,601.5235175494171,19274.371110454405,1703.6500131787868,96131.71094908551,47472.51173657469,5698.986258830866,75038.28781693522,56,40,32,798,87,43,1,195,420,2852917.256263455
India,IT,4426,68.5254607139207,850556.3086340374,269675.29565930605,92656.84586465692,264124.88039704127,2905.9624339398915,3732.5793214269374,11330.52699631134,384858.1455548659,156753.34061279157,140660.20202208403,162,109,144,3129.784775807699,9111.954078596418,8436.71987129917,13576.588527196054,28866.329891036294,43634.4069765553,35313.944052058454,59,141,79,190,452,497,81,128,1088,4105081.704354118
China,Transport,1802,4.541751469011601,184846.6583166763,470381.80968051427,52005.427071748134,101695.98719198919,2366.516170014413,4381.770578311598,99976.81985792368,129462.7937786157,338221.2033904019,122216.82904093465,102,165,125,9571.229355931999,17216.69857908906,28157.50871013008,99846.33488734826,85947.50437744244,9080.83665635304,86988.65644015012,150,177,12,622,556,464,22,3,1689,3815315.081790232
Australia,Healthcare,3205,60.108580376235686,155789.09838548012,258903.86369975677,74588.62912037034,311176.13811716513,2604.3874450198346,1173.6628502461954,139762.96734032917,441346.7797292592,59974.47563565017,165317.77005648328,175,137,96,9874.720022671361,9549.513184405421,19881.587450916137,2345.0698052418393,72613.98782251037,38448.66884411785,19429.61294256725,10,173,5,537,1937,140,60,47,453,3687600.440882563
France,Healthcare,3315,75.10963944740716,990628.6828059829,327252.5278510378,142114.46762049003,10248.845210955593,2227.3022327212234,3012.4555817414507,77870.92754592537,152766.13442899656,261805.18820945753,90563.36963776663,58,19,7,6336.312684449363,16612.68656039814,2135.4260206721488,33121.387208637796,75383.83939639041,2888.0922313466704,99487.36491440935,18,152,53,579,990,202,43,129,16,3252492.980040881
Australia,IT,3340,88.17102391480877,580334.4270240524,455012.8569571601,151555.52421099672,425882.09979748796,1220.0240887901937,1247.9504660588025,145732.39873462723,19013.16013421417,353575.0228302994,130985.1936397607,467,133,102,7013.677979288486,8016.75073958295,28979.20638827368,22837.276660934436,64848.45010745788,36942.47321250013,60564.502720123324,105,16,32,322,1688,474,94,60,814,4315357.260517463
Australia,Transport,4723,81.7660083599284,456553.57311767014,358382.40441989293,98279.97834899946,258410.40894374167,7725.791153879811,4498.5680202699605,64072.11186428563,14936.895144258333,497468.20206674724,98044.54225356245,98,210,107,9587.614602003014,4465.261422001394,8333.603287403019,93229.88515934159,8719.055568801334,12157.961385035145,98007.09058574632,78,115,82,666,884,143,66,134,174,4279177.199467867
France,Finance,1761,89.45042337159484,626218.8459538931,272197.9477316101,182956.0492686886,237195.91382515559,7538.9109821785405,3113.518292012593,95578.10482738685,459808.21065702144,65701.83047832733,5653.777991440823,42,47,191,5570.6102198191475,16907.93655387366,44845.566753397296,2977.705622948368,49730.48151051594,16786.326963254312,11243.191112657505,124,127,81,701,1576,223,66,68,180,3964303.9230069155
UK,IT,213,61.44621951965025,835805.105276537,200821.83500282353,191756.73578018523,458928.17363431345,7197.285611745066,2196.824105923582,104034.77685321598,82476.42485892876,163798.29869932545,84504.38870803759,490,28,19,3746.0652471570343,6762.624453935037,29534.939547905975,55018.01334667405,80244.840049818,10899.275268415324,80570.54742207051,53,5,51,395,1818,438,87,69,778,3549781.916133023
Japan,Transport,1111,5.18566130940753,19415.79683856205,56117.456609947825,156526.70466492616,125265.13950902058,6521.477784198316,3227.193016141564,107469.39825554476,60723.86050930617,86530.4672476157,23166.148081787007,426,242,148,8408.910133665022,18924.322127152,25839.21881714119,4994.418644854292,1291.321859230344,9052.255375309129,25990.161429738495,169,7,93,746,682,7,53,14,85,2064769.6205658736
USA,Finance,1648,97.05741187874548,105407.8732105831,393000.8055878949,40614.753722328365,112657.69697609358,4894.897987461316,3395.027433494589,198322.03320557723,359462.2169839317,253250.56263920158,29552.46886377456,202,16,29,3299.108437773346,3758.423780804394,31895.388199339803,25787.832323244864,50252.71989964019,6201.132566749706,73809.07146757779,179,20,1,192,1592,192,94,75,205,3416133.0512629705
USA,Manufacturing,554,77.80577669843046,684944.6543214039,393594.30294820666,175844.73015239157,6905.82118662697,5844.495350010497,517.0347993505426,184815.55009445146,277392.04771109455,84808.9780276532,126793.83696807573,104,91,140,9532.916312176136,11050.26757945906,4764.972944382673,90781.1308044387,6601.594952748611,7678.216252148334,64648.94677007715,102,144,42,676,132,46,27,199,1843,3495058.9886195776
UK,Healthcare,30,59.31333380360451,680651.3900965302,485967.49294278317,90773.77045530739,35133.44705903787,308.34315847177885,1767.6785701686936,139111.6500534827,321916.48301304085,283174.1501018261,19847.56312573779,290,296,39,1235.340695182786,3896.7556694033156,7010.384942379738,55514.387228700965,88477.559707402,25733.72911603799,36715.44641865294,56,152,48,379,806,97,94,115,1904,4041736.7550976826
UK,Transport,664,45.94785714944051,985404.0395663285,255686.98520067174,44331.220799480776,82086.09730640215,4777.424992473056,176.2573879506685,79504.31654423931,47548.39183658976,208722.85470539902,79162.48998013267,377,263,81,5447.864739848841,5978.313139046696,12765.113556747465,11116.367751122269,50823.40561125812,36133.26621993852,57638.55593431057,193,101,52,184,1442,390,71,122,778,3084930.538022335
USA,Finance,3640,9.753413434553993,31720.06365390502,350941.3254947714,157102.83499568238,228114.5627971904,8524.723723170744,3909.9406353329323,137213.04170502248,435864.1027084086,185755.99479907347,16018.963714228441,316,123,12,7271.067857138866,5252.505857551056,32515.523904834256,67445.91413359516,78554.24888259347,49486.734101222035,77163.75179338011,175,172,86,730,1986,343,10,149,136,4323205.34547725
Japan,IT,4841,1.046755895226792,83723.51742280593,488958.38971628214,80257.74786533952,394382.69527455297,2109.6902520189064,1241.2336473504965,72128.57765864152,284099.84222838725,13099.016556035958,168540.0409132615,214,258,125,8305.987041620838,4831.375458957543,48772.91729824928,48770.54827112288,21730.04601818178,5563.454609599258,30671.50299576212,96,53,67,842,627,363,59,110,1509,4026674.6580565213
Japan,Agriculture,1774,43.5181992524831,482840.63585996255,306114.79439352715,47749.469882244244,77902.44194309076,7079.0639941253485,491.3797960809457,159074.87415790648,244792.41545255837,378153.49584283546,37994.94531620231,90,155,191,3412.1026210605387,19814.658146782804,807.6860004080977,72140.21552887741,99047.29155676888,1611.391635474354,38370.905124908895,26,165,87,431,1378,88,39,15,1933,4113761.8016918697
